ID,Datetime,Temperature,Humidity,Pressure,Co2 Gas,PM2.5,PM10,Daytime
234,2019-05-20 19:11:08,22.91847247,34.03560279,972.7899378,628,3.5,8.1,Night
235,2019-05-20 19:11:09,22.91847247,34.04060236,972.7341609,628,3.5,8.1,Night
236,2019-05-20 19:11:10,22.91336748,34.05559497,972.6983937,627,3.5,8.3,Night
237,2019-05-20 19:11:10,22.91336748,34.04559597,972.8099464,627,3.5,8.3,Night
238,2019-05-20 19:11:11,22.90826249,34.05058944,972.7741786,628,3.5,8.3,Night
240,2019-05-20 19:11:12,22.90826249,34.05558888,972.6905148,627,3.6,8.8,Night
239,2019-05-20 19:11:12,22.91336748,34.06059445,972.7820582,628,3.6,8.7,Night
241,2019-05-20 19:11:13,22.91336748,34.07559287,972.7820582,628,3.6,8.8,Night
242,2019-05-20 19:11:14,22.91847247,34.06060059,972.7620494,627,3.7,9.1,Night
243,2019-05-20 19:11:14,22.91847247,34.0805987,972.7620494,628,3.7,8.2,Night
244,2019-05-20 19:11:15,22.92357746,34.0706059,972.7699288,628,3.7,8.2,Night
245,2019-05-20 19:11:16,22.92357746,34.07560548,972.7978174,628,3.6,8.2,Night
246,2019-05-20 19:11:16,22.91847247,34.0805987,972.7062726,628,3.7,8.3,Night
247,2019-05-20 19:11:17,22.92357746,34.0706059,972.7699288,627,3.7,8.3,Night
248,2019-05-20 19:11:18,22.91336748,34.07059341,972.6983937,627,3.6,7.8,Night
249,2019-05-20 19:11:18,22.91336748,34.07559287,972.7262818,628,3.6,7.8,Night
250,2019-05-20 19:11:19,22.91847247,34.0855982,972.7341609,628,3.6,7.8,Night
251,2019-05-20 19:11:20,22.92357746,34.06560631,972.7699288,627,3.7,8.1,Night
252,2019-05-20 19:11:20,22.91847247,34.0955972,972.8178263,628,3.7,8.1,Night
253,2019-05-20 19:11:21,22.92357746,34.10060327,972.7699288,627,3.7,7.6,Night
255,2019-05-20 19:11:22,22.91847247,34.0955972,972.7620494,628,3.7,7.2,Night
254,2019-05-20 19:11:22,22.91847247,34.0955972,972.7341609,628,3.7,7.2,Night
256,2019-05-20 19:11:23,22.92357746,34.11060234,972.7420401,628,3.7,7.3,Night
257,2019-05-20 19:11:24,22.92357746,34.11560186,972.7699288,628,3.6,7.3,Night
258,2019-05-20 19:11:24,22.93378744,34.1256146,972.7577985,628,3.6,7.3,Night
259,2019-05-20 19:11:25,22.91847247,34.10559617,972.7341609,628,3.6,7.4,Night
260,2019-05-20 19:11:26,22.92868245,34.12060818,972.7499193,629,3.5,7.3,Night
261,2019-05-20 19:11:26,22.91847247,34.11059564,972.7062726,628,3.5,7.3,Night
262,2019-05-20 19:11:27,22.93378744,34.10561607,972.8135768,628,3.5,7.6,Night
263,2019-05-20 19:11:28,22.93378744,34.11061571,972.7299094,627,3.6,7.7,Night
264,2019-05-20 19:11:28,22.92357746,34.10560281,972.7141515,628,3.6,7.7,Night
265,2019-05-20 19:11:29,22.92868245,34.09561025,972.7778082,627,3.6,7.9,Night
266,2019-05-20 19:11:30,22.92868245,34.12060818,972.7499193,628,3.5,7.7,Night
267,2019-05-20 19:11:30,22.92868245,34.11560861,972.7499193,627,3.5,7.7,Night
268,2019-05-20 19:11:31,22.93378744,34.10561607,972.7577985,628,3.5,7.4,Night
270,2019-05-20 19:11:32,22.92357746,34.12060138,972.7699288,627,3.6,7.7,Night
269,2019-05-20 19:11:32,22.92868245,34.11060903,972.7499193,627,3.6,7.7,Night
271,2019-05-20 19:11:33,22.92357746,34.12560088,972.7141515,628,3.7,7.2,Night
272,2019-05-20 19:11:34,22.92868245,34.1306073,972.7778082,629,3.6,7.0,Night
273,2019-05-20 19:11:35,22.93378744,34.11561535,972.7577985,627,3.6,7.3,Night
274,2019-05-20 19:11:35,22.92868245,34.13560685,972.7778082,628,3.6,7.3,Night
275,2019-05-20 19:11:36,22.91847247,34.12559401,972.7620494,627,3.6,7.2,Night
276,2019-05-20 19:11:37,22.92868245,34.12560775,972.8056971,628,3.6,8.4,Night
277,2019-05-20 19:11:37,22.92357746,34.13559988,972.7141515,629,3.6,8.4,Night
278,2019-05-20 19:11:38,22.92868245,34.14560593,972.7499193,628,3.6,8.4,Night
279,2019-05-20 19:11:39,22.92868245,34.11060903,972.7778082,628,3.6,8.7,Night
280,2019-05-20 19:11:39,22.93378744,34.11561535,972.7577985,628,3.6,8.7,Night
281,2019-05-20 19:11:40,22.92868245,34.11060903,972.7499193,629,3.7,8.8,Night
282,2019-05-20 19:11:41,22.93378744,34.12061498,972.8135768,629,3.6,8.6,Night
283,2019-05-20 19:11:41,22.93378744,34.11561535,972.7577985,628,3.6,8.6,Night
284,2019-05-20 19:11:42,22.92868245,34.12560775,972.7499193,629,3.5,8.2,Night
285,2019-05-20 19:11:42,22.92868245,34.11560861,972.6941416,629,3.5,8.2,Night
286,2019-05-20 19:11:43,22.93378744,34.11561535,972.7577985,627,3.6,8.2,Night
287,2019-05-20 19:11:44,22.93378744,34.10061642,972.7856876,628,3.6,8.1,Night
288,2019-05-20 19:11:44,22.93378744,34.12061498,972.7577985,627,3.6,8.1,Night
289,2019-05-20 19:11:45,22.94399742,34.10562929,972.773557,629,3.5,8.0,Night
290,2019-05-20 19:11:46,22.93378744,34.12061498,972.7020203,629,3.6,8.4,Night
291,2019-05-20 19:11:46,22.93378744,34.1256146,972.7577985,628,3.6,8.4,Night
292,2019-05-20 19:11:47,22.93889243,34.12562145,972.7935671,628,3.5,8.7,Night
293,2019-05-20 19:11:48,22.94399742,34.12062855,972.8014466,628,3.6,8.6,Night
294,2019-05-20 19:11:48,22.94910242,34.13563468,972.7535465,627,3.6,8.6,Night
295,2019-05-20 19:11:49,22.94399742,34.13562774,972.773557,628,3.6,8.8,Night
296,2019-05-20 19:11:50,22.94399742,34.12562828,972.8014466,629,3.6,9.0,Night
297,2019-05-20 19:11:51,22.93889243,34.13562078,972.7656777,628,3.6,9.0,Night
298,2019-05-20 19:11:51,22.94910242,34.12563511,972.8372159,629,3.6,9.4,Night
299,2019-05-20 19:11:52,22.94399742,34.14062745,972.8014466,629,3.5,9.3,Night
301,2019-05-20 19:11:53,22.94910242,34.15563372,972.8372159,628,3.6,9.4,Night
300,2019-05-20 19:11:53,22.95420741,34.16064069,972.7614256,629,3.5,9.3,Night
